交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"2020082322001447410555553921	","20082370081159552807	",2020/8/23 18:47,2020/8/23 18:47,2020/8/23 18:47,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,Hotties火辣炸鸡(国和1000广场店)外卖订单,50.18,支出      ,交易成功    ,0,0,                    ,已支出      
"2020082322001447410556130627	","20082370080952194707	",2020/8/23 15:10,2020/8/23 15:10,2020/8/23 15:10,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,汉月茗藏(市光店)外卖订单       ,30.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2020082322001447410554459771	","20082370080619914907	",2020/8/23 10:59,2020/8/23 10:59,2020/8/23 10:59,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,吴妈妈黄焖鸡米饭外卖订单        ,48.28,支出      ,交易成功    ,0,0,                    ,已支出      
"20200823390506747411 	","                    	",2020/8/23 2:27,                    ,2020/8/23 2:27,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.22-收益发放 ,0.03,收入      ,交易成功    ,0,0,                    ,已收入      
"2020082022001147411444128814_1189461953462833850	","T200P1189461953462833850	",2020/8/22 12:30,                    ,2020/8/22 12:30,淘宝        ,支付宝担保交易         ,shenlibing1991  ,退款-娇韵诗 双萃焕活修护精华露50ml 包邮 一件9折 二件8.8折,549,收入      ,退款成功    ,0,0,                    ,已收入      
"20200822191482784105 	","202008221100300702470618004375	",2020/8/22 11:23,2020/8/22 11:23,2020/8/22 11:23,其他（包括阿里巴巴和外部商家）,即时到账交易          ,国泰财产保险有限责任公司    ,保险承保-银行卡安全险-国泰产险|19092156404793810247|期数|202008|续期交易付款,1.66,支出      ,交易成功    ,0,0,                    ,已支出      
"20200822200040011100410075986246	","                    	",2020/8/22 11:14,2020/8/22 11:14,2020/8/22 11:14,支付宝网站     ,即时到账交易          ,装富有(庄宜成)        ,转账                  ,1000,支出      ,交易成功    ,0,0,转账                  ,已支出      
"2020082222001447411446575937	","20082270079746397807	",2020/8/22 11:14,2020/8/22 11:14,2020/8/22 11:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,塔可贝尔TACO BELL(五角场店)外卖订单,59,支出      ,交易成功    ,0,0,                    ,已支出      
"20200822388546485411 	","                    	",2020/8/22 2:38,                    ,2020/8/22 2:38,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.21-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"2020082122001447411445157911	","229474657844        	",2020/8/21 15:08,2020/8/21 15:08,2020/8/21 15:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,13.6,支出      ,交易成功    ,0,0,                    ,已支出      
"2020082122001447411445579597	","74f3087fdc34405cb67fbe7564b59523	",2020/8/21 10:21,2020/8/21 10:21,2020/8/21 10:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,19.77,支出      ,交易成功    ,0,0,                    ,已支出      
"20200821009130125000410020763055	","20200821200040011100100087398322	",2020/8/21 9:56,2020/8/21 9:56,2020/8/21 9:56,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,1000,        ,交易成功    ,0,0,                    ,资金转移     
"20200821200040011100100087398322	","                    	",2020/8/21 9:55,2020/8/21 9:56,2020/8/21 9:56,支付宝网站     ,即时到账交易          ,徐玉凤             ,转账                  ,1000,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2020082122001147411444690629	","T200P1191401793888833850	",2020/8/21 9:07,2020/8/21 9:07,2020/8/24 11:51,淘宝        ,支付宝担保交易         ,天猫超市            ,百雀羚小雀幸美白面膜20片补水保湿收缩毛孔紧致提亮肤色小确幸,84.55,支出      ,交易成功    ,0,0,                    ,已支出      
"20200821378880431411 	","                    	",2020/8/21 2:37,                    ,2020/8/21 2:37,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.20-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"2020082022001447411444531793	","210_202008202188401201668924	",2020/8/20 22:09,2020/8/20 22:09,2020/8/20 22:09,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-吴师傅            ,16.72,支出      ,交易成功    ,0,0,                    ,已支出      
"2020082022001447411444543350	","9f88ec882ae7466393db3b12f73c19c1	",2020/8/20 9:42,2020/8/20 9:42,2020/8/20 9:42,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,22.74,支出      ,交易成功    ,0,0,                    ,已支出      
"2020082022001147411444128814	","T200P1189461953462833850	",2020/8/20 8:11,2020/8/20 8:11,2020/8/22 12:30,淘宝        ,支付宝担保交易         ,shenlibing1991  ,娇韵诗 双萃焕活修护精华露50ml 包邮 一件9折 二件8.8折,549,支出      ,交易关闭    ,0,0,                    ,已支出      
"20200820376629329411 	","                    	",2020/8/20 2:38,                    ,2020/8/20 2:38,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.19-收益发放 ,0.06,收入      ,交易成功    ,0,0,                    ,已收入      
"2020082022001447411443516269	","210_202008202187560301605337	",2020/8/20 0:14,2020/8/20 0:14,2020/8/20 0:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-潘师傅            ,16,支出      ,交易成功    ,0,0,                    ,已支出      
"20200819001080012204410053664922	","                    	",2020/8/19 9:47,                    ,2020/8/19 9:47,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,150,支出      ,交易成功    ,0,0,                    ,已支出      
"20200819001080012204410053642611	","                    	",2020/8/19 9:34,                    ,2020/8/19 9:34,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘沪深300ETF联接C-买入,150,支出      ,交易成功    ,0,0,                    ,已支出      
"20200819367131408411 	","                    	",2020/8/19 2:26,                    ,2020/8/19 2:26,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.18-收益发放 ,0.08,收入      ,交易成功    ,0,0,                    ,已收入      
"2020081822001147411442973710	","T200P1187348417352833850	",2020/8/18 22:55,2020/8/18 22:55,2020/8/21 9:06,淘宝        ,支付宝担保交易         ,阿里健康大药房         ,明开欣盐酸布替萘芬乳膏15g原迈可抒 去脚气足癣体癣股癣脱皮脚臭 等多件,87.39,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081822001447411442527236	","b811610fdb4044669574ebec427064cc	",2020/8/18 22:34,2020/8/18 22:34,2020/8/18 22:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,17.72,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081822001447411442762963	","P18M6666031200818521400833850	",2020/8/18 12:46,2020/8/18 12:46,2020/8/18 12:46,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海盒马            ,现拌凉皮[散称]-顺鋆         ,33.36,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081822001447411442318495	","P18M6666031200818226340833850	",2020/8/18 12:38,2020/8/18 12:38,2020/8/18 12:38,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海盒马            ,重庆酸辣粉-渝味重庆小面        ,15.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081822001447411442516145	","228843400644        	",2020/8/18 9:47,2020/8/18 9:47,2020/8/18 9:47,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,10.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20200818361509630411 	","                    	",2020/8/18 2:16,                    ,2020/8/18 2:16,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.17-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2020081722001447411441550636	","15976533726902340047418	",2020/8/17 16:36,2020/8/17 16:36,2020/8/17 16:36,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陆群英             ,商品                  ,11,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081722001447411441164064	","85126600004823000003212008175967733603945	",2020/8/17 16:34,2020/8/17 16:34,2020/8/17 16:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,国和菜市场           ,国和菜市场               ,6,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081722001447411441563118	","45976531934902340047418	",2020/8/17 16:33,2020/8/17 16:33,2020/8/17 16:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张勤昌             ,商品                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081722001447411441250215	","061266000048180000107676427922120081716292008969	",2020/8/17 16:29,2020/8/17 16:29,2020/8/17 16:29,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海竽玻果品贸易有限公司    ,上海竽玻果品贸易有限公司上海竽玻果品贸易有限公司,22.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200817200040011100410072361092	","                    	",2020/8/17 13:06,2020/8/17 13:06,2020/8/17 13:06,支付宝网站     ,即时到账交易          ,装富有(庄宜成)        ,转账                  ,500,支出      ,交易成功    ,0,0,转账                  ,已支出      
"2020081722001447411441165584	","228658122444        	",2020/8/17 10:14,2020/8/17 10:14,2020/8/17 10:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6.7,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081722001447411441457659	","85cb6048538646faad6dd9debd787b01	",2020/8/17 10:11,2020/8/17 10:11,2020/8/17 10:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,17.87,支出      ,交易成功    ,0,0,                    ,已支出      
"20200817355974952411 	","                    	",2020/8/17 2:24,                    ,2020/8/17 2:24,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.16-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2020081622001447411441393668	","11210600720081680001046989918	",2020/8/16 21:41,2020/8/16 21:41,2020/8/16 21:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,邻里便利(国伟路店)          ,45.19,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081622001447411441246059	","20200816040752156541461	",2020/8/16 18:06,2020/8/16 18:06,2020/8/16 18:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,充电宝                 ,3,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081622001447411441194255	","20081610100000000003429848449457	",2020/8/16 18:02,2020/8/16 18:02,2020/8/16 18:02,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团点评            ,大众点评订单-20081610100000000003429848449457,196.7,支出      ,交易成功    ,0,0,                    ,已支出      
"2020081622001447411441246034	","AFPHZ10251597557273864158002	",2020/8/16 13:54,2020/8/16 13:54,2020/8/16 13:54,其他（包括阿里巴巴和外部商家）,即时到账交易          ,肯德基(上虞高铁站餐厅)    ,KFC_PREAFPHZ10251597557273864158002,34.5,支出      ,交易成功    ,0,0,                    ,已支出      
